source,target,word_count,sentiment,timestamp
Elizabeth,Mr. Bingley,52,0.9718,11
Elizabeth,Jane,52,0.9718,11
Elizabeth,Miss Bingley,52,0.9718,11
Mr. Darcy,Elizabeth,29,-0.7579,11
Mr. Darcy,Mrs. Hurst,29,-0.7579,11
Mr. Darcy,Mr. Bingley,29,-0.7579,11
Mr. Darcy,Miss Bingley,29,-0.7579,11
Elizabeth,Mr. Darcy,5,0.128,11
Elizabeth,Mrs. Hurst,5,0.128,11
Elizabeth,Mr. Bingley,5,0.128,11
Elizabeth,Jane,5,0.128,11
Elizabeth,Miss Bingley,5,0.128,11
Mr. Darcy,Elizabeth,22,0.8608,11
Mr. Darcy,Mrs. Hurst,22,0.8608,11
Mr. Darcy,Mr. Bingley,22,0.8608,11
Mr. Darcy,Jane,22,0.8608,11
Mr. Darcy,Miss Bingley,22,0.8608,11
Miss Bingley,Mr. Darcy,15,0.3182,11
Miss Bingley,Elizabeth,15,0.3182,11
Miss Bingley,Mrs. Hurst,15,0.3182,11
Miss Bingley,Mr. Bingley,15,0.3182,11
Elizabeth,Mr. Darcy,18,0.6174,11
Elizabeth,Mrs. Hurst,18,0.6174,11
Elizabeth,Mr. Bingley,18,0.6174,11
Elizabeth,Jane,18,0.6174,11
Elizabeth,Miss Bingley,18,0.6174,11
Mr. Darcy,Elizabeth,86,-0.9053,11
Mr. Darcy,Mrs. Hurst,86,-0.9053,11
Mr. Darcy,Mr. Bingley,86,-0.9053,11
Mr. Darcy,Jane,86,-0.9053,11
Mr. Darcy,Miss Bingley,86,-0.9053,11
Elizabeth,Mr. Darcy,30,-0.4753,11
Elizabeth,Mrs. Hurst,30,-0.4753,11
Elizabeth,Mr. Bingley,30,-0.4753,11
Elizabeth,Jane,30,-0.4753,11
Elizabeth,Miss Bingley,30,-0.4753,11
Mr. Darcy,Elizabeth,24,-0.8257,11
Mr. Darcy,Mrs. Hurst,24,-0.8257,11
Mr. Darcy,Mr. Bingley,24,-0.8257,11
Mr. Darcy,Jane,24,-0.8257,11
Mr. Darcy,Miss Bingley,24,-0.8257,11
Elizabeth,Mr. Darcy,10,-0.7269,11
Elizabeth,Mrs. Hurst,10,-0.7269,11
Elizabeth,Mr. Bingley,10,-0.7269,11
Elizabeth,Jane,10,-0.7269,11
Elizabeth,Miss Bingley,10,-0.7269,11
Mr. Darcy,Elizabeth,7,-0.3612,11
Mr. Darcy,Mrs. Hurst,7,-0.3612,11
Mr. Darcy,Mr. Bingley,7,-0.3612,11
Mr. Darcy,Jane,7,-0.3612,11
Mr. Darcy,Miss Bingley,7,-0.3612,11
Miss Bingley,Mr. Darcy,16,0.0,11
Miss Bingley,Elizabeth,16,0.0,11
Miss Bingley,Mrs. Hurst,16,0.0,11
Miss Bingley,Mr. Bingley,16,0.0,11
Miss Bingley,Jane,16,0.0,11
Mr. Bennet,Mary,24,0.8779,13
Mr. Bennet,Elizabeth,24,0.8779,13
Mr. Bennet,Lydia,24,0.8779,13
Mr. Bennet,Mrs. Bennet,24,0.8779,13
Mr. Bennet,Kitty,24,0.8779,13
Mr. Bennet,Jane,24,0.8779,13
Mrs. Bennet,Mary,44,0.8658,13
Mrs. Bennet,Elizabeth,44,0.8658,13
Mrs. Bennet,Lydia,44,0.8658,13
Mrs. Bennet,Kitty,44,0.8658,13
Mrs. Bennet,Jane,44,0.8658,13
Mrs. Bennet,Mr. Bennet,44,0.8658,13
Mr. Bennet,Mary,12,0.0,13
Mr. Bennet,Elizabeth,12,0.0,13
Mr. Bennet,Lydia,12,0.0,13
Mr. Bennet,Mrs. Bennet,12,0.0,13
Mr. Bennet,Kitty,12,0.0,13
Mr. Bennet,Jane,12,0.0,13
Mrs. Bennet,Mary,63,0.9367,13
Mrs. Bennet,Elizabeth,63,0.9367,13
Mrs. Bennet,Lydia,63,0.9367,13
Mrs. Bennet,Kitty,63,0.9367,13
Mrs. Bennet,Jane,63,0.9367,13
Mrs. Bennet,Mr. Bennet,63,0.9367,13
Mr. Bennet,Mary,20,0.0,13
Mr. Bennet,Elizabeth,20,0.0,13
Mr. Bennet,Lydia,20,0.0,13
Mr. Bennet,Mrs. Bennet,20,0.0,13
Mr. Bennet,Kitty,20,0.0,13
Mr. Bennet,Jane,20,0.0,13
Mr. Bennet,Mary,54,-0.3818,13
Mr. Bennet,Elizabeth,54,-0.3818,13
Mr. Bennet,Lydia,54,-0.3818,13
Mr. Bennet,Mrs. Bennet,54,-0.3818,13
Mr. Bennet,Kitty,54,-0.3818,13
Mr. Bennet,Jane,54,-0.3818,13
Mrs. Bennet,Mary,62,0.7574,13
Mrs. Bennet,Elizabeth,62,0.7574,13
Mrs. Bennet,Lydia,62,0.7574,13
Mrs. Bennet,Kitty,62,0.7574,13
Mrs. Bennet,Jane,62,0.7574,13
Mrs. Bennet,Mr. Bennet,62,0.7574,13
Mr. Bennet,Mary,40,-0.1134,13
Mr. Bennet,Elizabeth,40,-0.1134,13
Mr. Bennet,Lydia,40,-0.1134,13
Mr. Bennet,Mrs. Bennet,40,-0.1134,13
Mr. Bennet,Kitty,40,-0.1134,13
Mr. Bennet,Jane,40,-0.1134,13
Mrs. Bennet,Mary,46,-0.6214,13
Mrs. Bennet,Elizabeth,46,-0.6214,13
Mrs. Bennet,Lydia,46,-0.6214,13
Mrs. Bennet,Kitty,46,-0.6214,13
Mrs. Bennet,Jane,46,-0.6214,13
Mrs. Bennet,Mr. Bennet,46,-0.6214,13
Mr. Bennet,Mary,70,-0.6192,13
Mr. Bennet,Elizabeth,70,-0.6192,13
Mr. Bennet,Lydia,70,-0.6192,13
Mr. Bennet,Mrs. Bennet,70,-0.6192,13
Mr. Bennet,Kitty,70,-0.6192,13
Mr. Bennet,Jane,70,-0.6192,13
Mrs. Bennet,Mary,31,-0.4215,13
Mrs. Bennet,Elizabeth,31,-0.4215,13
Mrs. Bennet,Lydia,31,-0.4215,13
Mrs. Bennet,Kitty,31,-0.4215,13
Mrs. Bennet,Jane,31,-0.4215,13
Mrs. Bennet,Mr. Bennet,31,-0.4215,13
Jane,Mary,28,0.6369,13
Jane,Elizabeth,28,0.6369,13
Jane,Lydia,28,0.6369,13
Jane,Mrs. Bennet,28,0.6369,13
Jane,Kitty,28,0.6369,13
Jane,Mr. Bennet,28,0.6369,13
Elizabeth,Mary,46,0.4137,13
Elizabeth,Lydia,46,0.4137,13
Elizabeth,Mrs. Bennet,46,0.4137,13
Elizabeth,Kitty,46,0.4137,13
Elizabeth,Jane,46,0.4137,13
Elizabeth,Mr. Bennet,46,0.4137,13
Mr. Bennet,Mary,36,-0.4071,13
Mr. Bennet,Elizabeth,36,-0.4071,13
Mr. Bennet,Lydia,36,-0.4071,13
Mr. Bennet,Mrs. Bennet,36,-0.4071,13
Mr. Bennet,Kitty,36,-0.4071,13
Mr. Bennet,Jane,36,-0.4071,13
Mary,Elizabeth,28,0.5432,13
Mary,Lydia,28,0.5432,13
Mary,Mrs. Bennet,28,0.5432,13
Mary,Kitty,28,0.5432,13
Mary,Jane,28,0.5432,13
Mary,Mr. Bennet,28,0.5432,13
Mrs. Bennet,Mary,31,0.8268,13
Mrs. Bennet,Elizabeth,31,0.8268,13
Mrs. Bennet,Lydia,31,0.8268,13
Mrs. Bennet,Kitty,31,0.8268,13
Mrs. Bennet,Jane,31,0.8268,13
Mrs. Bennet,Mr. Collins,31,0.8268,13
Mrs. Bennet,Mr. Bennet,31,0.8268,13
Mr. Collins,Mary,9,0.0,13
Mr. Collins,Elizabeth,9,0.0,13
Mr. Collins,Lydia,9,0.0,13
Mr. Collins,Mrs. Bennet,9,0.0,13
Mr. Collins,Kitty,9,0.0,13
Mr. Collins,Jane,9,0.0,13
Mr. Collins,Mr. Bennet,9,0.0,13
Mrs. Bennet,Mary,52,-0.8516,13
Mrs. Bennet,Elizabeth,52,-0.8516,13
Mrs. Bennet,Lydia,52,-0.8516,13
Mrs. Bennet,Kitty,52,-0.8516,13
Mrs. Bennet,Jane,52,-0.8516,13
Mrs. Bennet,Mr. Collins,52,-0.8516,13
Mrs. Bennet,Mr. Bennet,52,-0.8516,13
Mr. Collins,Mary,56,0.9161,13
Mr. Collins,Elizabeth,56,0.9161,13
Mr. Collins,Lydia,56,0.9161,13
Mr. Collins,Mrs. Bennet,56,0.9161,13
Mr. Collins,Kitty,56,0.9161,13
Mr. Collins,Jane,56,0.9161,13
Mr. Collins,Mr. Bennet,56,0.9161,13
Mrs. Bennet,Mary,40,0.7155,14
Mrs. Bennet,Elizabeth,40,0.7155,14
Mrs. Bennet,Lydia,40,0.7155,14
Mrs. Bennet,Kitty,40,0.7155,14
Mrs. Bennet,Jane,40,0.7155,14
Mrs. Bennet,Mr. Collins,40,0.7155,14
Mrs. Bennet,Mr. Bennet,40,0.7155,14
Mr. Collins,Mary,20,0.0,14
Mr. Collins,Elizabeth,20,0.0,14
Mr. Collins,Lydia,20,0.0,14
Mr. Collins,Mrs. Bennet,20,0.0,14
Mr. Collins,Kitty,20,0.0,14
Mr. Collins,Jane,20,0.0,14
Mr. Collins,Mr. Bennet,20,0.0,14
Mrs. Bennet,Mary,13,0.0,14
Mrs. Bennet,Elizabeth,13,0.0,14
Mrs. Bennet,Lydia,13,0.0,14
Mrs. Bennet,Kitty,13,0.0,14
Mrs. Bennet,Jane,13,0.0,14
Mrs. Bennet,Mr. Collins,13,0.0,14
Mrs. Bennet,Mr. Bennet,13,0.0,14
Mr. Collins,Mary,14,0.0,14
Mr. Collins,Elizabeth,14,0.0,14
Mr. Collins,Lydia,14,0.0,14
Mr. Collins,Mrs. Bennet,14,0.0,14
Mr. Collins,Kitty,14,0.0,14
Mr. Collins,Jane,14,0.0,14
Mr. Collins,Mr. Bennet,14,0.0,14
Mrs. Bennet,Mary,20,0.7752,14
Mrs. Bennet,Elizabeth,20,0.7752,14
Mrs. Bennet,Lydia,20,0.7752,14
Mrs. Bennet,Kitty,20,0.7752,14
Mrs. Bennet,Jane,20,0.7752,14
Mrs. Bennet,Mr. Collins,20,0.7752,14
Mrs. Bennet,Mr. Bennet,20,0.7752,14
Mr. Collins,Mary,107,0.9516,14
Mr. Collins,Elizabeth,107,0.9516,14
Mr. Collins,Lydia,107,0.9516,14
Mr. Collins,Mrs. Bennet,107,0.9516,14
Mr. Collins,Kitty,107,0.9516,14
Mr. Collins,Jane,107,0.9516,14
Mr. Collins,Mr. Bennet,107,0.9516,14
Mrs. Bennet,Mary,15,0.0,14
Mrs. Bennet,Elizabeth,15,0.0,14
Mrs. Bennet,Lydia,15,0.0,14
Mrs. Bennet,Kitty,15,0.0,14
Mrs. Bennet,Jane,15,0.0,14
Mrs. Bennet,Mr. Collins,15,0.0,14
Mrs. Bennet,Mr. Bennet,15,0.0,14
Mr. Collins,Mary,122,0.9429,14
Mr. Collins,Elizabeth,122,0.9429,14
Mr. Collins,Lydia,122,0.9429,14
Mr. Collins,Mrs. Bennet,122,0.9429,14
Mr. Collins,Kitty,122,0.9429,14
Mr. Collins,Jane,122,0.9429,14
Mr. Collins,Mr. Bennet,122,0.9429,14
Mr. Bennet,Mary,40,0.9042,14
Mr. Bennet,Elizabeth,40,0.9042,14
Mr. Bennet,Lydia,40,0.9042,14
Mr. Bennet,Mrs. Bennet,40,0.9042,14
Mr. Bennet,Kitty,40,0.9042,14
Mr. Bennet,Jane,40,0.9042,14
Mr. Bennet,Mr. Collins,40,0.9042,14
Mr. Collins,Mary,43,0.8634,14
Mr. Collins,Elizabeth,43,0.8634,14
Mr. Collins,Lydia,43,0.8634,14
Mr. Collins,Mrs. Bennet,43,0.8634,14
Mr. Collins,Kitty,43,0.8634,14
Mr. Collins,Jane,43,0.8634,14
Mr. Collins,Mr. Bennet,43,0.8634,14
Lydia,Mary,51,0.0,14
Lydia,Elizabeth,51,0.0,14
Lydia,Mrs. Bennet,51,0.0,14
Lydia,Kitty,51,0.0,14
Lydia,Jane,51,0.0,14
Lydia,Mr. Collins,51,0.0,14
Lydia,Mr. Bennet,51,0.0,14
Mr. Collins,Mary,47,0.2193,14
Mr. Collins,Elizabeth,47,0.2193,14
Mr. Collins,Lydia,47,0.2193,14
Mr. Collins,Mrs. Bennet,47,0.2193,14
Mr. Collins,Kitty,47,0.2193,14
Mr. Collins,Jane,47,0.2193,14
Mr. Collins,Mr. Bennet,47,0.2193,14
Mrs. Bennet,Mr. Collins,44,0.0522,15
Mr. Collins,Mary,22,0.8338,16
Mr. Collins,Elizabeth,22,0.8338,16
Mr. Collins,Lydia,22,0.8338,16
Mr. Collins,Kitty,22,0.8338,16
Mr. Collins,Jane,22,0.8338,16
Mr. Collins,Mrs. Philips,22,0.8338,16
Mr. Collins,George Wickham,22,0.8338,16
Mr. Collins,Mr. Philips,22,0.8338,16
Elizabeth,George Wickham,15,0.0,16
George Wickham,Elizabeth,48,0.932,16
George Wickham,Elizabeth,31,0.34,16
Elizabeth,George Wickham,25,-0.0754,16
George Wickham,Elizabeth,72,0.7673,16
Elizabeth,George Wickham,47,-0.6738,16
George Wickham,Elizabeth,56,-0.6654,16
Elizabeth,George Wickham,14,0.0,16
George Wickham,Elizabeth,13,0.0,16
Elizabeth,George Wickham,38,0.8543,16
George Wickham,Elizabeth,151,-0.183,16
George Wickham,Elizabeth,138,0.9597,16
Elizabeth,George Wickham,1,0.0,16
George Wickham,Elizabeth,54,0.5664,16
Elizabeth,George Wickham,18,0.4726,16
George Wickham,Elizabeth,160,-0.0218,16
Elizabeth,George Wickham,9,-0.5093,16
George Wickham,Elizabeth,26,-0.1169,16
Elizabeth,George Wickham,15,-0.8466,16
George Wickham,Elizabeth,71,0.6703,16
Elizabeth,George Wickham,51,-0.9482,16
Elizabeth,George Wickham,26,-0.8225,16
George Wickham,Elizabeth,15,-0.4023,16
Elizabeth,George Wickham,53,0.8395,16
George Wickham,Elizabeth,149,0.9903,16
Elizabeth,George Wickham,40,0.7628,16
George Wickham,Elizabeth,51,0.9371,16
Elizabeth,George Wickham,11,0.6486,16
George Wickham,Elizabeth,106,0.9753,16
Elizabeth,George Wickham,8,-0.1531,16
George Wickham,Elizabeth,89,0.9772,16
Elizabeth,George Wickham,42,0.9383,16
George Wickham,Elizabeth,3,0.0,16
Elizabeth,George Wickham,15,0.7783,16
George Wickham,Elizabeth,75,0.9493,16
Mr. Collins,Mary,64,0.7939,16
Mr. Collins,Elizabeth,64,0.7939,16
Mr. Collins,Lydia,64,0.7939,16
Mr. Collins,Kitty,64,0.7939,16
Mr. Collins,Jane,64,0.7939,16
Mr. Collins,Mrs. Philips,64,0.7939,16
Mr. Collins,George Wickham,64,0.7939,16
Elizabeth,George Wickham,31,0.4767,16
George Wickham,Elizabeth,25,0.0,16
Elizabeth,George Wickham,24,-0.296,16
George Wickham,Elizabeth,25,-0.1531,16
Elizabeth,George Wickham,43,-0.8047,16
George Wickham,Elizabeth,91,0.9125,16
Jane,Elizabeth,53,-0.0936,17
Elizabeth,Jane,40,0.8016,17
Jane,Elizabeth,83,0.7396,17
Elizabeth,Jane,51,0.3384,17
Jane,Elizabeth,12,-0.3612,17
Elizabeth,Jane,9,0.0,17
Mary,Elizabeth,46,0.6293,17
Mary,Lydia,46,0.6293,17
Mary,Mrs. Bennet,46,0.6293,17
Mary,Kitty,46,0.6293,17
Mary,Jane,46,0.6293,17
Mary,Mr. Bennet,46,0.6293,17
Mr. Collins,Elizabeth,98,0.9544,17
Mr. Denney,Elizabeth,24,0.4567,18
Mr. Denney,Lydia,24,0.4567,18
Charlotte Lucas,Elizabeth,9,0.4754,18
Elizabeth,Charlotte Lucas,25,0.7856,18
Elizabeth,Mr. Darcy,34,0.0772,18
Elizabeth,Mr. Darcy,28,0.3612,18
Mr. Darcy,Elizabeth,10,0.0,18
Elizabeth,Mr. Darcy,47,-0.4588,18
Mr. Darcy,Elizabeth,19,0.5106,18
Elizabeth,Mr. Darcy,50,0.8225,18
Mr. Darcy,Elizabeth,31,0.51,18
Elizabeth,Mr. Darcy,8,0.0,18
Elizabeth,Mr. Darcy,16,0.0,18
Mr. Darcy,Elizabeth,25,0.9275,18
Elizabeth,Mr. Darcy,24,-0.5106,18
Sir William Lucas,Mr. Darcy,110,0.9879,18
Sir William Lucas,Elizabeth,110,0.9879,18
Mr. Darcy,Elizabeth,12,-0.5267,18
Elizabeth,Mr. Darcy,48,-0.2755,18
Mr. Darcy,Elizabeth,5,0.0,18
Elizabeth,Mr. Darcy,15,0.3802,18
Mr. Darcy,Elizabeth,26,-0.3612,18
Elizabeth,Mr. Darcy,16,0.0,18
Mr. Darcy,Elizabeth,9,0.0,18
Elizabeth,Mr. Darcy,2,0.4019,18
Elizabeth,Mr. Darcy,31,-0.1208,18
Mr. Darcy,Elizabeth,2,0.0,18
Elizabeth,Mr. Darcy,9,-0.608,18
Mr. Darcy,Elizabeth,3,0.4404,18
Elizabeth,Mr. Darcy,19,0.34,18
Mr. Darcy,Elizabeth,8,0.0,18
Elizabeth,Mr. Darcy,14,0.0,18
Mr. Darcy,Elizabeth,5,0.5719,18
Elizabeth,Mr. Darcy,18,0.0,18
Mr. Darcy,Elizabeth,46,0.3976,18
Elizabeth,Mr. Darcy,15,-0.4585,18
Mr. Darcy,Elizabeth,10,0.0516,18
Miss Bingley,Elizabeth,217,0.8272,18
Elizabeth,Miss Bingley,43,0.2626,18
Miss Bingley,Elizabeth,10,0.7003,18
Elizabeth,Elizabeth,35,-0.7463,18
Elizabeth,Jane,35,0.9294,18
Jane,Elizabeth,112,0.9496,18
Elizabeth,Jane,8,0.0,18
Jane,Elizabeth,11,-0.296,18
Elizabeth,Jane,23,0.5423,18
Jane,Elizabeth,29,0.0,18
Elizabeth,Jane,67,0.9085,18
Mr. Collins,Elizabeth,124,0.9038,18
Mr. Collins,Charlotte Lucas,124,0.9038,18
Elizabeth,Mr. Collins,10,0.0,18
Elizabeth,Charlotte Lucas,10,0.0,18
Mr. Collins,Elizabeth,39,0.7264,18
Mr. Collins,Charlotte Lucas,39,0.7264,18
Mr. Collins,Elizabeth,165,0.9325,18
Mr. Collins,Charlotte Lucas,165,0.9325,18
Mr. Collins,Elizabeth,73,0.9401,18
Mrs. Bennet,Mr. Darcy,37,0.0747,18
Mrs. Bennet,Elizabeth,37,0.0747,18
Mrs. Bennet,Lady Lucas,37,0.0747,18
Elizabeth,Lady Lucas,26,0.224,18
Elizabeth,Mrs. Bennet,26,0.224,18
Mr. Bennet,Mr. Darcy,21,0.6901,18
Mr. Bennet,Elizabeth,21,0.6901,18
Mr. Bennet,Mrs. Hurst,21,0.6901,18
Mr. Bennet,Mrs. Bennet,21,0.6901,18
Mr. Bennet,Mr. Bingley,21,0.6901,18
Mr. Bennet,Jane,21,0.6901,18
Mr. Bennet,Mr. Collins,21,0.6901,18
Mr. Bennet,Miss Bingley,21,0.6901,18
Mr. Bennet,Lady Lucas,21,0.6901,18
Mr. Collins,Mary,205,0.9937,18
Mr. Collins,Elizabeth,205,0.9937,18
Mr. Collins,Mr. Darcy,205,0.9937,18
Mr. Collins,Mrs. Hurst,205,0.9937,18
Mr. Collins,Mrs. Bennet,205,0.9937,18
Mr. Collins,Mr. Bingley,205,0.9937,18
Mr. Collins,Jane,205,0.9937,18
Mr. Collins,Miss Bingley,205,0.9937,18
Mr. Collins,Lady Lucas,205,0.9937,18
Mr. Collins,Mr. Bennet,205,0.9937,18
Lydia,Mary,5,-0.4926,18
Lydia,Elizabeth,5,-0.4926,18
Lydia,Mr. Darcy,5,-0.4926,18
Lydia,Mrs. Bennet,5,-0.4926,18
Lydia,Kitty,5,-0.4926,18
Lydia,Mr. Collins,5,-0.4926,18
Lydia,Mr. Bennet,5,-0.4926,18
Mr. Collins,Elizabeth,30,0.8979,19
Mr. Collins,Mrs. Bennet,30,0.8979,19
Mr. Collins,Kitty,30,0.8979,19
Mrs. Bennet,Elizabeth,22,0.4574,19
Mrs. Bennet,Kitty,22,0.4574,19
Mrs. Bennet,Mr. Collins,22,0.4574,19
Elizabeth,Mrs. Bennet,32,0.4404,19
Elizabeth,Kitty,32,0.4404,19
Elizabeth,Mr. Collins,32,0.4404,19
Mrs. Bennet,Elizabeth,21,-0.5267,19
Mrs. Bennet,Kitty,21,-0.5267,19
Mrs. Bennet,Mr. Collins,21,-0.5267,19
Mr. Collins,Elizabeth,142,0.9051,19
Mr. Collins,Elizabeth,422,0.9885,19
Elizabeth,Mr. Collins,54,0.6789,19
Mr. Collins,Elizabeth,71,0.2023,19
Elizabeth,Mr. Collins,104,0.9592,19
Mr. Collins,Elizabeth,52,0.85,19
Elizabeth,Mr. Collins,93,0.9647,19
Mr. Collins,Elizabeth,85,0.6597,19
Elizabeth,Mr. Collins,42,0.5859,19
Mr. Collins,Elizabeth,170,0.931,19
Elizabeth,Mr. Collins,92,0.9668,19
Mr. Collins,Elizabeth,28,0.9223,19
Mrs. Bennet,Mr. Collins,43,0.2341,20
Mr. Collins,Mrs. Bennet,77,0.3169,20
Mrs. Bennet,Mr. Collins,47,0.3626,20
Mrs. Bennet,Mr. Bennet,46,0.0,20
Mr. Bennet,Mrs. Bennet,13,-0.4585,20
Mrs. Bennet,Mr. Bennet,25,0.0,20
Mr. Bennet,Mrs. Bennet,13,-0.4588,20
Mrs. Bennet,Mr. Bennet,15,0.0,20
Mr. Bennet,Mrs. Bennet,10,0.0,20
Mr. Bennet,Elizabeth,28,0.6486,20
Mr. Bennet,Mrs. Bennet,28,0.6486,20
Mr. Bennet,Elizabeth,9,-0.296,20
Mr. Bennet,Mrs. Bennet,9,-0.296,20
Elizabeth,Mr. Bennet,3,0.0,20
Elizabeth,Mrs. Bennet,3,0.0,20
Mr. Bennet,Elizabeth,21,0.6115,20
Mr. Bennet,Mrs. Bennet,21,0.6115,20
Mrs. Bennet,Elizabeth,8,0.4019,20
Mrs. Bennet,Mr. Bennet,8,0.4019,20
Mr. Bennet,Elizabeth,43,-0.4215,20
Mr. Bennet,Mrs. Bennet,43,-0.4215,20
Mrs. Bennet,Elizabeth,20,0.3612,20
Mrs. Bennet,Mr. Bennet,20,0.3612,20
Mr. Bennet,Elizabeth,45,0.9118,20
Mr. Bennet,Mrs. Bennet,45,0.9118,20
Lydia,Charlotte Lucas,32,0.7644,20
Mrs. Bennet,Lydia,27,-0.6124,20
Mrs. Bennet,Charlotte Lucas,27,-0.6124,20
Mrs. Bennet,Kitty,27,-0.6124,20
Mrs. Bennet,Elizabeth,176,0.6483,20
Mrs. Bennet,Lydia,176,0.6483,20
Mrs. Bennet,Charlotte Lucas,176,0.6483,20
Mrs. Bennet,Kitty,176,0.6483,20
Mrs. Bennet,Elizabeth,25,0.0,20
Mrs. Bennet,Lydia,25,0.0,20
Mrs. Bennet,Charlotte Lucas,25,0.0,20
Mrs. Bennet,Kitty,25,0.0,20
Mrs. Bennet,Mr. Collins,25,0.0,20
Mrs. Bennet,Lydia,3,0.0,20
Mrs. Bennet,Charlotte Lucas,3,0.0,20
Mrs. Bennet,Mr. Collins,3,0.0,20
Mr. Collins,Mrs. Bennet,17,0.3818,20
Mr. Collins,Lydia,17,0.3818,20
Mr. Collins,Charlotte Lucas,17,0.3818,20
Mr. Collins,Mrs. Bennet,207,0.9666,20
Mr. Collins,Lydia,207,0.9666,20
Mr. Collins,Charlotte Lucas,207,0.9666,20
George Wickham,Elizabeth,48,0.3612,21
Jane,Elizabeth,44,0.7579,21
Elizabeth,Jane,70,0.9725,21
Jane,Elizabeth,20,-0.3089,21
Jane,Elizabeth,13,-0.296,21
Elizabeth,Jane,12,-0.1531,21
Jane,Elizabeth,38,-0.8121,21
Jane,Elizabeth,69,0.8223,21
Elizabeth,Jane,11,0.4019,21
Jane,Elizabeth,2,0.0,21
Elizabeth,Jane,49,0.506,21
Elizabeth,Jane,188,0.986,21
Jane,Elizabeth,47,-0.8794,21
Elizabeth,Jane,40,-0.2998,21
Jane,Elizabeth,27,0.978,21
Elizabeth,Jane,40,0.128,21
Jane,Elizabeth,22,-0.2928,21
Elizabeth,Jane,18,0.4588,21
Jane,Elizabeth,22,-0.4753,21
Elizabeth,Charlotte Lucas,17,0.7184,22
Mr. Collins,Mary,35,0.8856,22
Mr. Collins,Elizabeth,35,0.8856,22
Mr. Collins,Lydia,35,0.8856,22
Mr. Collins,Mrs. Bennet,35,0.8856,22
Mr. Collins,Kitty,35,0.8856,22
Mr. Collins,Mr. Bennet,35,0.8856,22
Mr. Bennet,Mary,26,0.068,22
Mr. Bennet,Elizabeth,26,0.068,22
Mr. Bennet,Lydia,26,0.068,22
Mr. Bennet,Mrs. Bennet,26,0.068,22
Mr. Bennet,Kitty,26,0.068,22
Mr. Bennet,Mr. Collins,26,0.068,22
Mr. Collins,Mary,29,0.7469,22
Mr. Collins,Elizabeth,29,0.7469,22
Mr. Collins,Lydia,29,0.7469,22
Mr. Collins,Mrs. Bennet,29,0.7469,22
Mr. Collins,Kitty,29,0.7469,22
Mr. Collins,Mr. Bennet,29,0.7469,22
Mr. Bennet,Mary,49,-0.4019,22
Mr. Bennet,Elizabeth,49,-0.4019,22
Mr. Bennet,Lydia,49,-0.4019,22
Mr. Bennet,Mrs. Bennet,49,-0.4019,22
Mr. Bennet,Kitty,49,-0.4019,22
Mr. Bennet,Mr. Collins,49,-0.4019,22
Mr. Collins,Mary,79,0.9801,22
Mr. Collins,Elizabeth,79,0.9801,22
Mr. Collins,Lydia,79,0.9801,22
Mr. Collins,Mrs. Bennet,79,0.9801,22
Mr. Collins,Kitty,79,0.9801,22
Mr. Collins,Mr. Bennet,79,0.9801,22
Elizabeth,Charlotte Lucas,7,0.7081,22
Charlotte Lucas,Elizabeth,35,0.7345,22
Charlotte Lucas,Elizabeth,92,0.978,22
Elizabeth,Charlotte Lucas,1,0.0,22
Lydia,Mary,21,0.5502,23
Lydia,Elizabeth,21,0.5502,23
Lydia,Mrs. Bennet,21,0.5502,23
Lydia,Kitty,21,0.5502,23
Lydia,Sir William Lucas,21,0.5502,23
Mrs. Bennet,Mr. Bennet,39,-0.6105,23
Mr. Bennet,Mrs. Bennet,26,0.8658,23
Mrs. Bennet,Mr. Bennet,24,0.0,23
Mr. Bennet,Mrs. Bennet,5,0.0,23
Mrs. Bennet,Mr. Bennet,8,0.0,23
Mr. Bennet,Mrs. Bennet,14,0.5719,23
Mrs. Bennet,Mr. Bennet,49,-0.509,23
Mr. Bennet,Mrs. Bennet,7,-0.0516,23
Jane,Elizabeth,49,-0.3054,24
Jane,Elizabeth,58,0.7867,24
Jane,Elizabeth,31,-0.4735,24
Elizabeth,Jane,39,0.8783,24
Elizabeth,Jane,145,0.8744,24
Jane,Elizabeth,78,0.7906,24
Elizabeth,Jane,137,0.631,24
Jane,Elizabeth,112,0.889,24
Elizabeth,Jane,7,0.4939,24
Jane,Elizabeth,27,-0.5313,24
Elizabeth,Jane,49,-0.9481,24
Jane,Elizabeth,9,0.0,24
Elizabeth,Jane,27,-0.2382,24
Jane,Elizabeth,9,0.0,24
Elizabeth,Jane,6,0.7096,24
Jane,Elizabeth,30,0.7579,24
Elizabeth,Jane,41,0.9756,24
Jane,Elizabeth,167,0.9681,24
Mr. Bennet,Elizabeth,96,0.9565,24
Elizabeth,Mr. Bennet,19,0.9163,24
Mr. Bennet,Elizabeth,29,0.9274,24
Mrs. Bennet,Mary,164,0.7015,25
Mrs. Bennet,Elizabeth,164,0.7015,25
Mrs. Bennet,Lydia,164,0.7015,25
Mrs. Bennet,Mrs. Gardiner,164,0.7015,25
Mrs. Bennet,Kitty,164,0.7015,25
Mrs. Gardiner,Elizabeth,62,0.9523,25
Elizabeth,Mrs. Gardiner,56,0.8432,25
Mrs. Gardiner,Elizabeth,47,0.9175,25
Elizabeth,Mrs. Gardiner,72,0.8182,25
Mrs. Gardiner,Elizabeth,81,0.9071,25
Mrs. Gardiner,Elizabeth,56,0.4215,25
