source,target,word_count,sentiment
Mr. Bingley,Mrs. Hurst,14,0.0
Mr. Bingley,Mr. Hurst,14,0.0
Mr. Bingley,Miss Bingley,14,0.0
Miss Bingley,Mr. Darcy,6,0.0
Miss Bingley,Elizabeth,6,0.0
Miss Bingley,Mrs. Hurst,6,0.0
Miss Bingley,Mr. Bingley,6,0.0
Miss Bingley,Mr. Hurst,6,0.0
Mr. Bingley,Mr. Darcy,18,0.0
Mr. Bingley,Elizabeth,18,0.0
Mr. Bingley,Mrs. Hurst,18,0.0
Mr. Bingley,Mr. Hurst,18,0.0
Mr. Bingley,Miss Bingley,18,0.0
Miss Bingley,Mr. Darcy,16,-0.2406
Miss Bingley,Elizabeth,16,-0.2406
Miss Bingley,Mrs. Hurst,16,-0.2406
Miss Bingley,Mr. Bingley,16,-0.2406
Miss Bingley,Mr. Hurst,16,-0.2406
Mr. Darcy,Elizabeth,15,-0.1531
Mr. Darcy,Mrs. Hurst,15,-0.1531
Mr. Darcy,Mr. Bingley,15,-0.1531
Mr. Darcy,Mr. Hurst,15,-0.1531
Mr. Darcy,Miss Bingley,15,-0.1531
Miss Bingley,Mr. Darcy,36,0.8247
Miss Bingley,Elizabeth,36,0.8247
Miss Bingley,Mrs. Hurst,36,0.8247
Miss Bingley,Mr. Bingley,36,0.8247
Miss Bingley,Mr. Hurst,36,0.8247
Mr. Bingley,Mr. Darcy,20,0.8059
Mr. Bingley,Elizabeth,20,0.8059
Mr. Bingley,Mrs. Hurst,20,0.8059
Mr. Bingley,Mr. Hurst,20,0.8059
Mr. Bingley,Miss Bingley,20,0.8059
Miss Bingley,Mr. Darcy,11,0.6996
Miss Bingley,Elizabeth,11,0.6996
Miss Bingley,Mrs. Hurst,11,0.6996
Miss Bingley,Mr. Bingley,11,0.6996
Miss Bingley,Mr. Hurst,11,0.6996
Mr. Bingley,Mr. Darcy,49,0.8016
Mr. Bingley,Elizabeth,49,0.8016
Mr. Bingley,Mrs. Hurst,49,0.8016
Mr. Bingley,Mr. Hurst,49,0.8016
Mr. Bingley,Miss Bingley,49,0.8016
Mr. Darcy,Elizabeth,71,0.8332
Mr. Darcy,Mrs. Hurst,71,0.8332
Mr. Darcy,Mr. Bingley,71,0.8332
Mr. Darcy,Mr. Hurst,71,0.8332
Mr. Darcy,Miss Bingley,71,0.8332
Miss Bingley,Mr. Darcy,5,-0.2411
Miss Bingley,Elizabeth,5,-0.2411
Miss Bingley,Mrs. Hurst,5,-0.2411
Miss Bingley,Mr. Bingley,5,-0.2411
Miss Bingley,Mr. Hurst,5,-0.2411
Elizabeth,Mr. Darcy,14,0.7906
Elizabeth,Mrs. Hurst,14,0.7906
Elizabeth,Mr. Bingley,14,0.7906
Elizabeth,Mr. Hurst,14,0.7906
Elizabeth,Miss Bingley,14,0.7906
Mr. Darcy,Elizabeth,9,0.7783
Mr. Darcy,Mrs. Hurst,9,0.7783
Mr. Darcy,Mr. Bingley,9,0.7783
Mr. Darcy,Mr. Hurst,9,0.7783
Mr. Darcy,Miss Bingley,9,0.7783
Miss Bingley,Mr. Darcy,73,0.6283
Miss Bingley,Elizabeth,73,0.6283
Miss Bingley,Mrs. Hurst,73,0.6283
Miss Bingley,Mr. Bingley,73,0.6283
Miss Bingley,Mr. Hurst,73,0.6283
Mr. Darcy,Elizabeth,25,0.624
Mr. Darcy,Mrs. Hurst,25,0.624
Mr. Darcy,Mr. Bingley,25,0.624
Mr. Darcy,Mr. Hurst,25,0.624
Mr. Darcy,Miss Bingley,25,0.624
Elizabeth,Mr. Darcy,20,0.3818
Elizabeth,Mrs. Hurst,20,0.3818
Elizabeth,Mr. Bingley,20,0.3818
Elizabeth,Mr. Hurst,20,0.3818
Elizabeth,Miss Bingley,20,0.3818
Mr. Darcy,Elizabeth,16,-0.7065
Mr. Darcy,Mrs. Hurst,16,-0.7065
Mr. Darcy,Mr. Bingley,16,-0.7065
Mr. Darcy,Mr. Hurst,16,-0.7065
Mr. Darcy,Miss Bingley,16,-0.7065
Elizabeth,Mr. Darcy,21,0.7096
Elizabeth,Mrs. Hurst,21,0.7096
Elizabeth,Mr. Bingley,21,0.7096
Elizabeth,Mr. Hurst,21,0.7096
Elizabeth,Miss Bingley,21,0.7096
Miss Bingley,Mr. Darcy,43,0.431
Miss Bingley,Mrs. Hurst,43,0.431
Miss Bingley,Mr. Bingley,43,0.431
Miss Bingley,Mr. Hurst,43,0.431
Mr. Darcy,Mrs. Hurst,23,0.0
Mr. Darcy,Mr. Bingley,23,0.0
Mr. Darcy,Mr. Hurst,23,0.0
Mr. Darcy,Miss Bingley,23,0.0
Mrs. Bennet,Mr. Darcy,33,0.6486
Mrs. Bennet,Elizabeth,33,0.6486
Mrs. Bennet,Mr. Bingley,33,0.6486
Mrs. Bennet,Lydia,33,0.6486
Mrs. Bennet,Kitty,33,0.6486
Mrs. Bennet,Miss Bingley,33,0.6486
Mr. Bingley,Mr. Darcy,18,0.3802
Mr. Bingley,Elizabeth,18,0.3802
Mr. Bingley,Lydia,18,0.3802
Mr. Bingley,Mrs. Bennet,18,0.3802
Mr. Bingley,Kitty,18,0.3802
Mr. Bingley,Miss Bingley,18,0.3802
Miss Bingley,Mr. Darcy,19,-0.1531
Miss Bingley,Elizabeth,19,-0.1531
Miss Bingley,Lydia,19,-0.1531
Miss Bingley,Mrs. Bennet,19,-0.1531
Miss Bingley,Mr. Bingley,19,-0.1531
Miss Bingley,Kitty,19,-0.1531
Mrs. Bennet,Mr. Darcy,118,0.6486
Mrs. Bennet,Elizabeth,118,0.6486
Mrs. Bennet,Mr. Bingley,118,0.6486
Mrs. Bennet,Lydia,118,0.6486
Mrs. Bennet,Kitty,118,0.6486
Mrs. Bennet,Miss Bingley,118,0.6486
Mr. Bingley,Mr. Darcy,35,0.3818
Mr. Bingley,Elizabeth,35,0.3818
Mr. Bingley,Lydia,35,0.3818
Mr. Bingley,Mrs. Bennet,35,0.3818
Mr. Bingley,Kitty,35,0.3818
Mr. Bingley,Miss Bingley,35,0.3818
Elizabeth,Mr. Darcy,10,0.0
Elizabeth,Mr. Bingley,10,0.0
Elizabeth,Lydia,10,0.0
Elizabeth,Mrs. Bennet,10,0.0
Elizabeth,Kitty,10,0.0
Elizabeth,Miss Bingley,10,0.0
Mr. Bingley,Mr. Darcy,7,0.0
Mr. Bingley,Elizabeth,7,0.0
Mr. Bingley,Lydia,7,0.0
Mr. Bingley,Mrs. Bennet,7,0.0
Mr. Bingley,Kitty,7,0.0
Mr. Bingley,Miss Bingley,7,0.0
Elizabeth,Mr. Darcy,5,0.6696
Elizabeth,Mr. Bingley,5,0.6696
Elizabeth,Lydia,5,0.6696
Elizabeth,Mrs. Bennet,5,0.6696
Elizabeth,Kitty,5,0.6696
Elizabeth,Miss Bingley,5,0.6696
Mr. Bingley,Mr. Darcy,21,0.4165
Mr. Bingley,Elizabeth,21,0.4165
Mr. Bingley,Lydia,21,0.4165
Mr. Bingley,Mrs. Bennet,21,0.4165
Mr. Bingley,Kitty,21,0.4165
Mr. Bingley,Miss Bingley,21,0.4165
Elizabeth,Mr. Darcy,26,0.1531
Elizabeth,Mr. Bingley,26,0.1531
Elizabeth,Lydia,26,0.1531
Elizabeth,Mrs. Bennet,26,0.1531
Elizabeth,Kitty,26,0.1531
Elizabeth,Miss Bingley,26,0.1531
Mrs. Bennet,Mr. Darcy,22,-0.4939
Mrs. Bennet,Elizabeth,22,-0.4939
Mrs. Bennet,Mr. Bingley,22,-0.4939
Mrs. Bennet,Lydia,22,-0.4939
Mrs. Bennet,Kitty,22,-0.4939
Mrs. Bennet,Miss Bingley,22,-0.4939
Mr. Bingley,Mr. Darcy,18,0.3818
Mr. Bingley,Elizabeth,18,0.3818
Mr. Bingley,Lydia,18,0.3818
Mr. Bingley,Mrs. Bennet,18,0.3818
Mr. Bingley,Kitty,18,0.3818
Mr. Bingley,Miss Bingley,18,0.3818
Elizabeth,Mr. Darcy,14,0.8248
Elizabeth,Mr. Bingley,14,0.8248
Elizabeth,Lydia,14,0.8248
Elizabeth,Mrs. Bennet,14,0.8248
Elizabeth,Kitty,14,0.8248
Elizabeth,Miss Bingley,14,0.8248
Mr. Darcy,Elizabeth,26,0.0
Mr. Darcy,Lydia,26,0.0
Mr. Darcy,Mrs. Bennet,26,0.0
Mr. Darcy,Kitty,26,0.0
Mr. Darcy,Miss Bingley,26,0.0
Elizabeth,Mr. Darcy,18,0.0
Elizabeth,Mr. Bingley,18,0.0
Elizabeth,Lydia,18,0.0
Elizabeth,Mrs. Bennet,18,0.0
Elizabeth,Kitty,18,0.0
Elizabeth,Miss Bingley,18,0.0
Mrs. Bennet,Mr. Darcy,20,0.6249
Mrs. Bennet,Elizabeth,20,0.6249
Mrs. Bennet,Mr. Bingley,20,0.6249
Mrs. Bennet,Lydia,20,0.6249
Mrs. Bennet,Kitty,20,0.6249
Mrs. Bennet,Miss Bingley,20,0.6249
Mrs. Bennet,Mr. Darcy,33,0.8225
Mrs. Bennet,Elizabeth,33,0.8225
Mrs. Bennet,Mr. Bingley,33,0.8225
Mrs. Bennet,Lydia,33,0.8225
Mrs. Bennet,Kitty,33,0.8225
Mrs. Bennet,Miss Bingley,33,0.8225
Mrs. Bennet,Mr. Darcy,11,0.0
Mrs. Bennet,Elizabeth,11,0.0
Mrs. Bennet,Mr. Bingley,11,0.0
Mrs. Bennet,Lydia,11,0.0
Mrs. Bennet,Kitty,11,0.0
Mrs. Bennet,Miss Bingley,11,0.0
Mrs. Bennet,Mr. Darcy,9,0.0
Mrs. Bennet,Elizabeth,9,0.0
Mrs. Bennet,Mr. Bingley,9,0.0
Mrs. Bennet,Lydia,9,0.0
Mrs. Bennet,Kitty,9,0.0
Mrs. Bennet,Miss Bingley,9,0.0
Elizabeth,Mr. Darcy,39,0.0772
Elizabeth,Mr. Bingley,39,0.0772
Elizabeth,Lydia,39,0.0772
Elizabeth,Mrs. Bennet,39,0.0772
Elizabeth,Kitty,39,0.0772
Elizabeth,Miss Bingley,39,0.0772
Mrs. Bennet,Mr. Darcy,34,0.3612
Mrs. Bennet,Elizabeth,34,0.3612
Mrs. Bennet,Mr. Bingley,34,0.3612
Mrs. Bennet,Lydia,34,0.3612
Mrs. Bennet,Kitty,34,0.3612
Mrs. Bennet,Miss Bingley,34,0.3612
Mrs. Bennet,Mr. Darcy,60,0.8293
Mrs. Bennet,Elizabeth,60,0.8293
Mrs. Bennet,Mr. Bingley,60,0.8293
Mrs. Bennet,Lydia,60,0.8293
Mrs. Bennet,Kitty,60,0.8293
Mrs. Bennet,Miss Bingley,60,0.8293
Mr. Bingley,Mr. Darcy,5,0.0
Mr. Bingley,Lydia,5,0.0
Mr. Bingley,Mrs. Bennet,5,0.0
Mr. Bingley,Kitty,5,0.0
Mr. Bingley,Miss Bingley,5,0.0
Mrs. Bennet,Mr. Darcy,77,0.6908
Mrs. Bennet,Elizabeth,77,0.6908
Mrs. Bennet,Mr. Bingley,77,0.6908
Mrs. Bennet,Lydia,77,0.6908
Mrs. Bennet,Kitty,77,0.6908
Mrs. Bennet,Miss Bingley,77,0.6908
Mr. Bingley,Mr. Darcy,7,0.5563
Mr. Bingley,Elizabeth,7,0.5563
Mr. Bingley,Lydia,7,0.5563
Mr. Bingley,Mrs. Bennet,7,0.5563
Mr. Bingley,Kitty,7,0.5563
Mr. Bingley,Miss Bingley,7,0.5563
Mrs. Bennet,Mr. Darcy,117,0.9656
Mrs. Bennet,Elizabeth,117,0.9656
Mrs. Bennet,Mr. Bingley,117,0.9656
Mrs. Bennet,Lydia,117,0.9656
Mrs. Bennet,Kitty,117,0.9656
Mrs. Bennet,Miss Bingley,117,0.9656
Elizabeth,Mr. Darcy,31,0.8464
Elizabeth,Mr. Bingley,31,0.8464
Elizabeth,Lydia,31,0.8464
Elizabeth,Mrs. Bennet,31,0.8464
Elizabeth,Kitty,31,0.8464
Elizabeth,Miss Bingley,31,0.8464
Mr. Darcy,Elizabeth,12,0.6369
Mr. Darcy,Lydia,12,0.6369
Mr. Darcy,Mrs. Bennet,12,0.6369
Mr. Darcy,Mr. Bingley,12,0.6369
Mr. Darcy,Kitty,12,0.6369
Mr. Darcy,Miss Bingley,12,0.6369
Elizabeth,Mr. Darcy,38,0.872
Elizabeth,Mr. Bingley,38,0.872
Elizabeth,Lydia,38,0.872
Elizabeth,Mrs. Bennet,38,0.872
Elizabeth,Kitty,38,0.872
Elizabeth,Miss Bingley,38,0.872
Mr. Bingley,Mr. Darcy,41,0.0292
Mr. Bingley,Elizabeth,41,0.0292
Mr. Bingley,Lydia,41,0.0292
Mr. Bingley,Mrs. Bennet,41,0.0292
Mr. Bingley,Kitty,41,0.0292
Mr. Bingley,Miss Bingley,41,0.0292
Lydia,Mr. Darcy,55,0.5104
Lydia,Elizabeth,55,0.5104
Lydia,Mr. Bingley,55,0.5104
Lydia,Mrs. Bennet,55,0.5104
Lydia,Kitty,55,0.5104
Lydia,Miss Bingley,55,0.5104
Miss Bingley,Mr. Darcy,11,0.4574
Miss Bingley,Elizabeth,11,0.4574
Miss Bingley,Mrs. Hurst,11,0.4574
Miss Bingley,Mr. Bingley,11,0.4574
Miss Bingley,Mr. Hurst,11,0.4574
Miss Bingley,Mr. Darcy,4,0.0
Miss Bingley,Elizabeth,4,0.0
Miss Bingley,Mrs. Hurst,4,0.0
Miss Bingley,Mr. Bingley,4,0.0
Miss Bingley,Mr. Hurst,4,0.0
Mr. Darcy,Elizabeth,7,-0.3612
Mr. Darcy,Mrs. Hurst,7,-0.3612
Mr. Darcy,Mr. Bingley,7,-0.3612
Mr. Darcy,Mr. Hurst,7,-0.3612
Mr. Darcy,Miss Bingley,7,-0.3612
Miss Bingley,Mr. Darcy,25,0.0
Miss Bingley,Elizabeth,25,0.0
Miss Bingley,Mrs. Hurst,25,0.0
Miss Bingley,Mr. Bingley,25,0.0
Miss Bingley,Mr. Hurst,25,0.0
Mr. Darcy,Elizabeth,14,0.4404
Mr. Darcy,Mrs. Hurst,14,0.4404
Mr. Darcy,Mr. Bingley,14,0.4404
Mr. Darcy,Mr. Hurst,14,0.4404
Mr. Darcy,Miss Bingley,14,0.4404
Miss Bingley,Mr. Darcy,10,0.3182
Miss Bingley,Elizabeth,10,0.3182
Miss Bingley,Mrs. Hurst,10,0.3182
Miss Bingley,Mr. Bingley,10,0.3182
Miss Bingley,Mr. Hurst,10,0.3182
Mr. Darcy,Elizabeth,10,0.4019
Mr. Darcy,Mrs. Hurst,10,0.4019
Mr. Darcy,Mr. Bingley,10,0.4019
Mr. Darcy,Mr. Hurst,10,0.4019
Mr. Darcy,Miss Bingley,10,0.4019
Miss Bingley,Mr. Darcy,20,0.0729
Miss Bingley,Elizabeth,20,0.0729
Miss Bingley,Mrs. Hurst,20,0.0729
Miss Bingley,Mr. Bingley,20,0.0729
Miss Bingley,Mr. Hurst,20,0.0729
Mr. Darcy,Elizabeth,7,0.3612
Mr. Darcy,Mrs. Hurst,7,0.3612
Mr. Darcy,Mr. Bingley,7,0.3612
Mr. Darcy,Mr. Hurst,7,0.3612
Mr. Darcy,Miss Bingley,7,0.3612
Miss Bingley,Mr. Darcy,8,0.0
Miss Bingley,Elizabeth,8,0.0
Miss Bingley,Mrs. Hurst,8,0.0
Miss Bingley,Mr. Bingley,8,0.0
Miss Bingley,Mr. Hurst,8,0.0
Miss Bingley,Mr. Darcy,42,0.9467
Miss Bingley,Elizabeth,42,0.9467
Miss Bingley,Mrs. Hurst,42,0.9467
Miss Bingley,Mr. Bingley,42,0.9467
Miss Bingley,Mr. Hurst,42,0.9467
Mr. Darcy,Elizabeth,22,0.4019
Mr. Darcy,Mrs. Hurst,22,0.4019
Mr. Darcy,Mr. Bingley,22,0.4019
Mr. Darcy,Mr. Hurst,22,0.4019
Mr. Darcy,Miss Bingley,22,0.4019
Miss Bingley,Mr. Darcy,25,0.7088
Miss Bingley,Elizabeth,25,0.7088
Miss Bingley,Mrs. Hurst,25,0.7088
Miss Bingley,Mr. Bingley,25,0.7088
Miss Bingley,Mr. Hurst,25,0.7088
Mr. Darcy,Elizabeth,15,0.7351
Mr. Darcy,Mrs. Hurst,15,0.7351
Mr. Darcy,Mr. Bingley,15,0.7351
Mr. Darcy,Mr. Hurst,15,0.7351
Mr. Darcy,Miss Bingley,15,0.7351
Miss Bingley,Mr. Darcy,20,0.5903
Miss Bingley,Elizabeth,20,0.5903
Miss Bingley,Mrs. Hurst,20,0.5903
Miss Bingley,Mr. Bingley,20,0.5903
Miss Bingley,Mr. Hurst,20,0.5903
Mr. Bingley,Mr. Darcy,29,-0.0139
Mr. Bingley,Elizabeth,29,-0.0139
Mr. Bingley,Mrs. Hurst,29,-0.0139
Mr. Bingley,Mr. Hurst,29,-0.0139
Mr. Bingley,Miss Bingley,29,-0.0139
Mr. Darcy,Elizabeth,9,0.0
Mr. Darcy,Mrs. Hurst,9,0.0
Mr. Darcy,Mr. Bingley,9,0.0
Mr. Darcy,Mr. Hurst,9,0.0
Mr. Darcy,Miss Bingley,9,0.0
Miss Bingley,Mr. Darcy,19,-0.474
Miss Bingley,Elizabeth,19,-0.474
Miss Bingley,Mrs. Hurst,19,-0.474
Miss Bingley,Mr. Bingley,19,-0.474
Miss Bingley,Mr. Hurst,19,-0.474
Mr. Bingley,Mr. Darcy,26,-0.296
Mr. Bingley,Elizabeth,26,-0.296
Mr. Bingley,Mrs. Hurst,26,-0.296
Mr. Bingley,Mr. Hurst,26,-0.296
Mr. Bingley,Miss Bingley,26,-0.296
Elizabeth,Mr. Darcy,7,0.0
Elizabeth,Mrs. Hurst,7,0.0
Elizabeth,Mr. Bingley,7,0.0
Elizabeth,Mr. Hurst,7,0.0
Elizabeth,Miss Bingley,7,0.0
Mr. Darcy,Elizabeth,21,0.0574
Mr. Darcy,Mrs. Hurst,21,0.0574
Mr. Darcy,Mr. Bingley,21,0.0574
Mr. Darcy,Mr. Hurst,21,0.0574
Mr. Darcy,Miss Bingley,21,0.0574
Mr. Bingley,Mr. Darcy,14,0.0
Mr. Bingley,Elizabeth,14,0.0
Mr. Bingley,Mrs. Hurst,14,0.0
Mr. Bingley,Mr. Hurst,14,0.0
Mr. Bingley,Miss Bingley,14,0.0
Mr. Darcy,Elizabeth,128,0.8437
Mr. Darcy,Mrs. Hurst,128,0.8437
Mr. Darcy,Mr. Bingley,128,0.8437
Mr. Darcy,Mr. Hurst,128,0.8437
Mr. Darcy,Miss Bingley,128,0.8437
Mr. Bingley,Mr. Darcy,60,0.6597
Mr. Bingley,Elizabeth,60,0.6597
Mr. Bingley,Mrs. Hurst,60,0.6597
Mr. Bingley,Mr. Hurst,60,0.6597
Mr. Bingley,Miss Bingley,60,0.6597
Mr. Darcy,Elizabeth,75,0.9081
Mr. Darcy,Mrs. Hurst,75,0.9081
Mr. Darcy,Mr. Bingley,75,0.9081
Mr. Darcy,Mr. Hurst,75,0.9081
Mr. Darcy,Miss Bingley,75,0.9081
Elizabeth,Mr. Darcy,29,-0.4168
Elizabeth,Mrs. Hurst,29,-0.4168
Elizabeth,Mr. Bingley,29,-0.4168
Elizabeth,Mr. Hurst,29,-0.4168
Elizabeth,Miss Bingley,29,-0.4168
Mr. Bingley,Mr. Darcy,67,0.9081
Mr. Bingley,Elizabeth,67,0.9081
Mr. Bingley,Mrs. Hurst,67,0.9081
Mr. Bingley,Mr. Hurst,67,0.9081
Mr. Bingley,Miss Bingley,67,0.9081
Elizabeth,Mr. Darcy,21,0.3182
Elizabeth,Mrs. Hurst,21,0.3182
Elizabeth,Mr. Bingley,21,0.3182
Elizabeth,Mr. Hurst,21,0.3182
Elizabeth,Miss Bingley,21,0.3182
Mr. Bingley,Mr. Darcy,14,0.0258
Mr. Bingley,Elizabeth,14,0.0258
Mr. Bingley,Mrs. Hurst,14,0.0258
Mr. Bingley,Mr. Hurst,14,0.0258
Mr. Bingley,Miss Bingley,14,0.0258
Mr. Darcy,Elizabeth,68,0.9211
Mr. Darcy,Mrs. Hurst,68,0.9211
Mr. Darcy,Mr. Bingley,68,0.9211
Mr. Darcy,Mr. Hurst,68,0.9211
Mr. Darcy,Miss Bingley,68,0.9211
Elizabeth,Mr. Darcy,13,0.5859
Elizabeth,Mrs. Hurst,13,0.5859
Elizabeth,Mr. Bingley,13,0.5859
Elizabeth,Mr. Hurst,13,0.5859
Elizabeth,Miss Bingley,13,0.5859
Mr. Darcy,Elizabeth,12,0.6108
Mr. Darcy,Mrs. Hurst,12,0.6108
Mr. Darcy,Mr. Bingley,12,0.6108
Mr. Darcy,Mr. Hurst,12,0.6108
Mr. Darcy,Miss Bingley,12,0.6108
Elizabeth,Mr. Darcy,121,0.9579
Elizabeth,Mrs. Hurst,121,0.9579
Elizabeth,Mr. Bingley,121,0.9579
Elizabeth,Mr. Hurst,121,0.9579
Elizabeth,Miss Bingley,121,0.9579
Mr. Darcy,Elizabeth,39,0.743
Mr. Darcy,Mrs. Hurst,39,0.743
Mr. Darcy,Mr. Bingley,39,0.743
Mr. Darcy,Mr. Hurst,39,0.743
Mr. Darcy,Miss Bingley,39,0.743
Mr. Bingley,Mr. Darcy,94,-0.5716
Mr. Bingley,Elizabeth,94,-0.5716
Mr. Bingley,Mrs. Hurst,94,-0.5716
Mr. Bingley,Mr. Hurst,94,-0.5716
Mr. Bingley,Miss Bingley,94,-0.5716
Mr. Darcy,Elizabeth,14,-0.5859
Mr. Darcy,Mrs. Hurst,14,-0.5859
Mr. Darcy,Mr. Bingley,14,-0.5859
Mr. Darcy,Mr. Hurst,14,-0.5859
Mr. Darcy,Miss Bingley,14,-0.5859
Mr. Bingley,Mr. Darcy,39,0.3384
Mr. Bingley,Elizabeth,39,0.3384
Mr. Bingley,Mrs. Hurst,39,0.3384
Mr. Bingley,Mr. Hurst,39,0.3384
Mr. Bingley,Miss Bingley,39,0.3384
Elizabeth,Mr. Darcy,18,0.1779
Elizabeth,Mrs. Hurst,18,0.1779
Elizabeth,Mr. Bingley,18,0.1779
Elizabeth,Mr. Hurst,18,0.1779
Elizabeth,Miss Bingley,18,0.1779
Mr. Darcy,Elizabeth,18,-0.2718
Elizabeth,Mr. Darcy,79,-0.8582
Mr. Darcy,Elizabeth,5,0.0
Miss Bingley,Mr. Darcy,63,0.7987
Mr. Darcy,Miss Bingley,11,0.0
Mr. Darcy,Miss Bingley,24,0.33
Miss Bingley,Mr. Darcy,9,0.0
Miss Bingley,Elizabeth,9,0.0
Miss Bingley,Mrs. Hurst,9,0.0
Mrs. Hurst,Mr. Darcy,16,-0.4215
Mrs. Hurst,Elizabeth,16,-0.4215
Mrs. Hurst,Miss Bingley,16,-0.4215
Mr. Darcy,Elizabeth,16,0.6808
Mr. Darcy,Mrs. Hurst,16,0.6808
Mr. Darcy,Miss Bingley,16,0.6808
Elizabeth,Mr. Darcy,25,0.743
Elizabeth,Mrs. Hurst,25,0.743
Elizabeth,Miss Bingley,25,0.743
Mr. Hurst,Mr. Darcy,2,0.5095
Mr. Hurst,Elizabeth,2,0.5095
Mr. Hurst,Mrs. Hurst,2,0.5095
Mr. Hurst,Mr. Bingley,2,0.5095
Mr. Hurst,Jane,2,0.5095
Mr. Hurst,Miss Bingley,2,0.5095
Miss Bingley,Mr. Darcy,51,0.4363
Miss Bingley,Elizabeth,51,0.4363
Miss Bingley,Mrs. Hurst,51,0.4363
Miss Bingley,Mr. Bingley,51,0.4363
Miss Bingley,Jane,51,0.4363
Miss Bingley,Mr. Darcy,53,0.1796
Miss Bingley,Elizabeth,53,0.1796
Miss Bingley,Mrs. Hurst,53,0.1796
Miss Bingley,Mr. Bingley,53,0.1796
Miss Bingley,Jane,53,0.1796
Mr. Bingley,Mr. Darcy,41,0.0
Mr. Bingley,Elizabeth,41,0.0
Mr. Bingley,Mrs. Hurst,41,0.0
Mr. Bingley,Jane,41,0.0
Mr. Bingley,Miss Bingley,41,0.0
Miss Bingley,Mr. Darcy,47,0.7615
Miss Bingley,Elizabeth,47,0.7615
Miss Bingley,Mrs. Hurst,47,0.7615
Miss Bingley,Mr. Bingley,47,0.7615
Miss Bingley,Jane,47,0.7615
Mr. Bingley,Mr. Darcy,20,0.6808
Mr. Bingley,Elizabeth,20,0.6808
Mr. Bingley,Mrs. Hurst,20,0.6808
Mr. Bingley,Jane,20,0.6808
Mr. Bingley,Miss Bingley,20,0.6808
Miss Bingley,Mr. Darcy,31,0.2023
Miss Bingley,Elizabeth,31,0.2023
Miss Bingley,Mrs. Hurst,31,0.2023
Miss Bingley,Mr. Bingley,31,0.2023
Miss Bingley,Jane,31,0.2023
Elizabeth,Miss Bingley,28,-0.6956
Mr. Darcy,Elizabeth,70,0.9201
Mr. Darcy,Mrs. Hurst,70,0.9201
Mr. Darcy,Mr. Bingley,70,0.9201
Mr. Darcy,Jane,70,0.9201
Mr. Darcy,Miss Bingley,70,0.9201
Miss Bingley,Mr. Darcy,18,-0.7707
Miss Bingley,Elizabeth,18,-0.7707
Miss Bingley,Mrs. Hurst,18,-0.7707
Miss Bingley,Mr. Bingley,18,-0.7707
Miss Bingley,Jane,18,-0.7707
Elizabeth,Mr. Darcy,33,-0.7515
Elizabeth,Mrs. Hurst,33,-0.7515
Elizabeth,Mr. Bingley,33,-0.7515
Elizabeth,Jane,33,-0.7515
Elizabeth,Miss Bingley,33,-0.7515
Miss Bingley,Mr. Darcy,60,0.9763
Miss Bingley,Elizabeth,60,0.9763
Miss Bingley,Mrs. Hurst,60,0.9763
Miss Bingley,Mr. Bingley,60,0.9763
Miss Bingley,Jane,60,0.9763
Elizabeth,Mr. Darcy,39,0.9443
Elizabeth,Mrs. Hurst,39,0.9443
Elizabeth,Mr. Bingley,39,0.9443
Elizabeth,Jane,39,0.9443
Elizabeth,Miss Bingley,39,0.9443
Mr. Darcy,Elizabeth,41,0.946
Mr. Darcy,Mrs. Hurst,41,0.946
Mr. Darcy,Mr. Bingley,41,0.946
Mr. Darcy,Jane,41,0.946
Mr. Darcy,Miss Bingley,41,0.946
Elizabeth,Mr. Darcy,52,0.9718
Elizabeth,Mrs. Hurst,52,0.9718
Elizabeth,Mr. Bingley,52,0.9718
Elizabeth,Jane,52,0.9718
Elizabeth,Miss Bingley,52,0.9718
Mr. Darcy,Elizabeth,29,-0.7579
Mr. Darcy,Mrs. Hurst,29,-0.7579
Mr. Darcy,Mr. Bingley,29,-0.7579
Mr. Darcy,Miss Bingley,29,-0.7579
Elizabeth,Mr. Darcy,5,0.128
Elizabeth,Mrs. Hurst,5,0.128
Elizabeth,Mr. Bingley,5,0.128
Elizabeth,Jane,5,0.128
Elizabeth,Miss Bingley,5,0.128
Mr. Darcy,Elizabeth,22,0.8608
Mr. Darcy,Mrs. Hurst,22,0.8608
Mr. Darcy,Mr. Bingley,22,0.8608
Mr. Darcy,Jane,22,0.8608
Mr. Darcy,Miss Bingley,22,0.8608
Miss Bingley,Mr. Darcy,15,0.3182
Miss Bingley,Elizabeth,15,0.3182
Miss Bingley,Mrs. Hurst,15,0.3182
Miss Bingley,Mr. Bingley,15,0.3182
Elizabeth,Mr. Darcy,18,0.6174
Elizabeth,Mrs. Hurst,18,0.6174
Elizabeth,Mr. Bingley,18,0.6174
Elizabeth,Jane,18,0.6174
Elizabeth,Miss Bingley,18,0.6174
Mr. Darcy,Elizabeth,86,-0.9053
Mr. Darcy,Mrs. Hurst,86,-0.9053
Mr. Darcy,Mr. Bingley,86,-0.9053
Mr. Darcy,Jane,86,-0.9053
Mr. Darcy,Miss Bingley,86,-0.9053
Elizabeth,Mr. Darcy,30,-0.4753
Elizabeth,Mrs. Hurst,30,-0.4753
Elizabeth,Mr. Bingley,30,-0.4753
Elizabeth,Jane,30,-0.4753
Elizabeth,Miss Bingley,30,-0.4753
Mr. Darcy,Elizabeth,24,-0.8257
